0204.41.00;CARCS. E MEIAS-CARCS. OUTS.OVINOS,CONG.
0204.42.00;OUTS.PÇS NÃO DESOSS.DE OVINOS,CONGELADAS
0204.43.00;PEÇAS DESOSSADAS DE OVINOS,CONGELADAS
0204.50.00;CARNES DE CAPRINOS,FRESC.,REFRIG.OU CONG.
0205.00.00;CARNE CAVALO,ASININA,MUAR,FRESC.REF.,CONG.
0206.10.00;MIUDEZAS DE BOVINOS,FRESCAS/REFRIGERADAS
0206.21.00;LÍNGUAS DE BOVINOS CONGELADAS
0206.22.00;FÍGADOS DE BOVINOS CONGELADOS
0206.29.10;RABOS DE BOVINOS CONGELADOS
0206.29.90;OUTRAS MIUDEZAS COMESTÍVEIS., D/BOVINO,CONG.
0206.30.00;MIUDEZAS DA ESPÉCIE SUÍNA FRESCAS OU REFR.
0206.41.00;FÍGADOS DE SUÍNOS, CONGELADOS
0206.49.00;OUTRAS MIUDEZAS DE SUÍNOS, CONGELADAS
0206.80.00;OUTRAS MIUDEZAS FRESCAS OU REFRIGERADAS
0206.90.00;OUTRAS MIUDEZAS CONGELADAS
0207.11.00;CARNES GALOS/GALINHAS,Ñ CORT.,FRESCAS/REFR.
0207.12.00;CARNES GALOS/GALINHAS,Ñ CORT.,CONGELADO
0207.13.00;PEDAÇOS/MIUDEZ.,D/GALOS/GALINHAS,FRESC,REF.
0207.14.00;PEDAÇOS E MIUDEZ.DE GALOS E GALINHAS,CONG.
0207.24.00;CARNES DE PERUAS/PERUS, Ñ CORT.,FRES/REFR.
0207.25.00;CARNES DE PERUS/AS Ñ CORT.PEDAÇOS, CONG.
0207.26.00;CARNES DE PERUAS/US,MIUDEZ.,FRESCOS/REFRIG.
0207.27.00;CARNES PEDAÇOS E MIUDEZ.DE PERUS/AS,CONG.
0207.41.00;CARNES E MIUDEZAS COMEST.FRESCAS/REFRIG.Ñ CORT.DE PATOS
0207.42.00;CARNES E MIUDEZAS COMEST.CONG. Ñ CORT.DE PATOS
0207.43.00;FÍGADOS GORDOS (FOIES GRAS), FRESCOS/REFRIG. DE PATOS
0207.44.00;OUTRAS CARNES E MIUDEZAS FRESCAS/REFRIG. DE PATOS
0207.45.00;OUTRAS CARNES E MIUDEZAS CONGELADAS DE PATOS
0207.51.00;CARNES E MIUDEZAS COMEST.FRESCAS/REFRIG.Ñ CORT.DE GANSO
0207.52.00;CARNES E MIUDEZAS COMEST.CONG. Ñ CORT.DE GANSOS
0207.53.00;FÍGADOS GORDOS (FOIES GRAS), FRESCOS/REFRIG. DE GANSOS
0207.54.00;OUTRAS CARNES E MIUDEZAS FRESCAS/REFRIG. DE GANSOS
0207.55.00;OUTRAS CARNES E MIUDEZAS CONGELADAS DE GANSOS
0207.60.00;CARNES,MIUD.COMEST.FRESC.REFR.CONG.D/GALINAS-D'ANGOLA
0208.10.00;CARNES,MIUDEZ.D/COELHO,LEBRE,FR/REFR.CONG.
0208.30.00;CARNES,MIUD.COM.D/PRIMATAS FRES.REFR.CONG.
0208.40.00;CARNES,MIUD.COMEST.FRESC.REFR.CONG.D/BALEIAS,GOLF.BOT.,
0208.50.00;CARN.MIUD.D/RÉPTS,SERP.TART.MAR.FR.REF.CONG.
0208.60.00;CARNES,MIUD.COMEST.FRESC.REFR.CONG.D/CAMELOS E OUTROS
0208.90.00;OUTRAS CARNES E MIUD.COMEST.FRESCO REFRIG./CONGELADOS
0209.10.11;TOUCINHO DE PORCO FRESCO, REFRIGERADO/CONGELADO
0209.10.19;TOUCINHO DE PORCO SALGADO,EM SALMOURA,SECO OU DEFUMADO
0209.10.21;GORDURA DE PORCO FRESCA REFRIGERADA OU CONGELADA
0209.10.29;GORDURA DE PORCO SALGADA OU EM SALMOURA, SECA/DEFUMADA
0209.90.00;OUTS.GORD.DE AVES FRESC.REFR.CONG.SALG.SALM.SECOS/DEFUM
0210.11.00;PERNAS,PÁS,ETC.Ñ DESOSS.SUÍNOS,SALG.SECAS
0210.12.00;BARRIGAS E PEITOS Ñ DESOSS.SUÍNOS,SALG.SECA
0210.19.00;OUTS.CARNES SUÍNAS,SALG.SECAS OU DEFUMS.
0210.20.00;CARNES BOVINAS,SALGADAS,SECAS OU DEFUMS.
0210.91.00;CARN.MIUD,D/PRIM.SAL.SEC.DEF.FAR.D/CARN/MIUD.
0210.92.00;"CARNES E MIUD.;FARINH.E PÓS COMEST.D/BALEIAS,GOLF.BOTOS"
0210.93.00;CARN.MIUD.D/RÉPTEIS,SERP.TAR,DEF.F/CAR.MIUD.
0210.99.00;OUTS.CARNES E MIUD.COMEST.FARINH.E PÓS,SALG.OU EM SALM.
0301.11.10;ARUANÃ (OSTEOGLOSSUM BICIRRHOSUM)
0301.11.90;OUTROS PEIXES VIVOS ORNAMENTAIS DE ÁGUA DOCE
0301.19.00;PEIXES VIVOS ORNAMENTAIS DE ÁGUA SALGADA
0301.91.10;TRUTAS PARA REPRODUÇÃO
0301.91.90;OUTRAS TRUTAS (SALMO TRUTTA ETC.)VIVAS
0301.92.10;ENGUIAS PARA REPRODUÇÃO
0301.92.90;OUTRAS ENGUIAS (ANGUILLA SPP.) VIVAS
0301.93.10;CARPAS PARA REPRODUÇÃO
0301.93.90;OUTRAS CARPAS
0301.94.10;ATUNS AZUIS PARA REPRODUÇÃO
0301.94.90;OUTROS ATUNS AZUIS
0301.95.10;ATUNS-DO-SUL (THUNNUS MACCOYII) P/REPRODUÇÃO
0301.95.90;OUTS. ATUNS-DO-SUL (THUNNUS MACCOYII) P/REPR.
0301.99.11;TILÁPIAS PARA REPRODUÇÃO
0301.99.12;ESTURJÕES PARA REPRODUÇÃO
0301.99.19;OUTROS PEIXES PARA REPRODUÇÃO
0301.99.91;OUTRAS TILÁPIAS VIVAS
0301.99.92;OUTROS ESTURJÕES VIVOS
0301.99.99;OUTROS PEIXES VIVOS
0302.11.00;TRUTAS (SALMO TRUTTA,ETC.) FRESCAS OU REFR.
0302.13.00;SALMÕES-DO PACÍFICO FRESCOS OU REFRIGERADOS
0302.14.00;SALMÃO-DO-ATLÂNTICO E SALMÃO-DO-DANÚBIO FRESC./REFRIGER
0302.19.00;OUTS.SALMONÍDEOS,FRESCOS OU REFR.,EXC.FILÉS
0302.21.00;LINGUADOS-GIGANTES, FRESC.OU REFRIGERADOS
0302.22.00;SOLHAS OU PATRUÇAS, FRESCAS OU REFRIG.
0302.23.00;LINGUADOS (SOLEA SPP.), FRESCOS OU REFRIG.
0302.24.00;PREGADO FRESCO OU REFRIGERADO
0302.29.00;OUTROS PEIXES CHATOS, FRESCOS OU REFRIGERADOS
0302.31.00;ATUNS-BRANCOS OU GERMÕES FRESCOS/REFR.
0302.32.00;ALBACORAS(THUNNUS ALBACARES), FRES.,REFR.
0302.33.00;BONITO-LISTR/VENTR RAIAD, FRES.,REFR.,EXC.FILÉS
0302.34.00;ALBACORAS-BAND.(THUNN OBESUS)FRESC.REFR.
0302.35.00;ATUNS AZUIS, FRESCOS OU REFRIGERADO
0302.36.00;ATUNS DO SUL (THUNNUS MACCOYII) FRESCO/REFR.
0302.39.00;OUTROS ATUNS FRESCOS OU REFRIGERADOS
0302.41.00;ARANQUES FRESCOS OU REFRIGERADOS
0302.42.10;ANCHOITA FRESCA OU REFRIGERADA
0302.42.90;OUTROS ARENQUES FRESCOS OU REFRIGERADOS
0302.43.00;SARDINHAS, ANCHOVETAS FRESCAS OU REFRIGERADAS
0302.44.00;CAVALINHAS FRESCAS OU REFRIGERADAS
0302.45.00;CHICHARROS FRESCOS OU REFRIGERADOS
0302.46.00;BIJUPIRÁ FRESCO OU REFRIGERADO
0302.47.00;ESPADARTE FRESCO OU REFRIGERADO
0302.51.00;"BACALHAU-DO-ATLÂNTICO; DA-GROELÂNDIA D/PACÍF.FRESC./REF"
0302.52.00;HADDOCK OU LUBINA FRESCO OU REFRIGERADO
0302.53.00;SAITHE (POLLACHIUS VIRENS) FRESCO OU REFRIGERADO
0302.54.00;MERLUZAS E ABRÓTEAS FRESCAS OU REFRIGERADAS
0302.55.00;MERLUZA-DO-ALASCA FRESCA OU REFRIGERADA
0302.56.00;VERDINHOS FRESCOS OU REFRIGERADOS
0302.59.00;OUTROS PEIXES FRESCOS OU REFRIGERADOS
0302.71.00;TILÁPIAS FRESCAS OU REFRIGERADAS
0302.72.10;BAGRE FRESCO OU REFRIGERADO
0302.72.90;OUTROS BAGRES FRESCOS OU REFRIGERADOS
0302.73.00;CARPAS FRESCAS OU REFRIGERADAS
0302.74.00;ENGUIAS FRESCAS OU REFRIGERADAS
0302.79.00;OUTROS PEIXES FRESCOS OU REFRIGERADOS
0302.81.00;CAÇÃO E OUTROS TUBARÕES FRESCOS OU REFIRGERADOS
0302.82.00;RAIAS FRESCAS OU REFRIGERADAS
0302.83.10;MERLUZA NEGRA (DISSOSTICHUS ELEGINOIDES)
0302.83.20;MERLUZA ANTÁRTICA FRESCA OU REFRIGERADA
0302.84.00;ROBALOS FRESCOS OU REFRIGERADOS
0302.85.00;PARGOS OU SARGOS (SPARIDAE) FRESCOS OU REFRIGERADOS
0302.89.11;AGULHÕES FRESCOS OU REFRIGERADOS
0302.89.12;PARGO (LUTJANUS PURPUREUS) FRESCO OU REFRIGERADO
0302.89.21;CHERNE-POVEIRO FRESCO OU REFRIGERADO
0302.89.22;GAROUPAS FRESCAS OU REFRIGERADAS
0302.89.23;ESTURJÃO FRESCO OU REFRIGERADO
0302.89.24;PEIXES-REI FRESCOS OU REFRIGERADOS
0302.89.31;CURIMATÃS FRESCAS OU REFRIGERADAS
0302.89.32;TILÁPIAS FRESCAS OU REFRIGERADAS
0302.89.33;SURUBINS FRECOS OU REFRIGERADOS
0302.89.34;TRAÍRA FRESCA OU REFRIGERADA
0302.89.35;PIAUS (LEPORINUS SPP.) FRESCO OU REFRIGERADO
0302.89.36;TAINHAS FRESCAS OU REFRIGERADAS
0302.89.37;PIRARUCU (ARAPAIMA GIGAS) FRESCO OU REFRIGERADO
0302.89.38;PESCADAS (CYNOCION SPP.) FRESCO OU REFRIGERADO
0302.89.41;PIRAMUTABA FRESCA OU REFRIGERADA
0302.89.42;DOURADA (BRACHYPLATYSTOMA FLAVICANS) FRESCA/REFRIGERADA
0302.89.43;PACU (PIARATUS MESOPOTAMICUS) FRESCO OU REFRIGERADO
0302.89.44;TAMBAQUI (COLOSSOMA MACROPOMUM) FRESCO/REFRIGERADO
0302.89.45;TAMBACU (HÍBRIDO DE TAMBAQUI E PACU) FRESCO/REFRIGERADO
0302.89.90;OUTROS PEIXES FRESCOS OU REFRIGERADOS
0302.90.00;FÍGADOS, OVAS, E SÊMEN DE PEIXES FRESCOS OU REFRIGERADO
0303.11.00;SALMÕES VERM.(ONCORHYNCHUS NERKA)CONG.
0303.12.00;SALMÕES-DO-PACÍFICO CONGELADOS
0303.13.00;SALMÃO-DO-ATLÂNTICO E SALMÃO-DO-DANÚBIO CONGELADOS
0303.14.00;TRUTAS CONGELADAS
0303.19.00;OUTROS PEIXES CONGELADOS
0303.23.00;TILÁPIAS CONGELADAS
0303.24.10;BAGRE CONGELADO
0303.24.90;OUTROS BAGRES CONGELADOS
0303.25.00;CARPAS CONGELADAS
0303.26.00;ENGUIAS CONGELADAS
0303.29.00;OUTROS PEIXES CONGELADAS
0303.31.00;LINGUADOS-GIGANTES, CONG.EXC.FÍG.OVAS,SÊMEN
0303.32.00;SOLHAS/PATRUÇAS, CONG.EXC.FÍG.OVAS.SÊMEN
0303.33.00;LINGUADO(SOLEA SPP.),CONG.,EXC.FÍG,OVAS,SÊM.
0303.34.00;PREGADO CONGELADO
0303.39.00;OUTROS PEIXES CHATOS CONGELADOS
0303.41.00;ATUNS-BRANCOS / GERMÕES,CONG.,EXC.FÍGADOS
0303.42.00;ALBACORAS(THUNNUS ALBACARES),CONGELADOS
0303.43.00;BONITO-LISTR./VENTR RAIAD, FRES.,REFR.,EXC.FÍG.
0303.44.00;ALBACORAS-BANDOLIM(THUNNUS OBESUS)CONG.
0303.45.00;ATUNS AZUIS CONGELADOS
0303.46.00;ATUNS DO SUL (THUNNUS MACCOYII)CONGELADOS
0303.49.00;OUTROS PEIXES CONGELADOS
0303.51.00;ARENQUES,CONG.,EXC.FÍGADO,OVAS,SÊMEN
0303.53.00;SARDINHAS, ANCHOVETA CONGELADAS
0303.54.00;CAVALINHAS CONGELADAS
0303.55.00;CHICHARROS CONGELADOS
0303.56.00;BIJUPIRÁ CONGELADO
0303.57.00;ESPADARTE CONGELADO
0303.63.00;BACALHAU-DO-ATLÂNT.,DA-GROELÂNDIA DO PACÍFICO CONGELADO
0303.64.00;HADDOCK OU LUBINA CONGELADO
0303.65.00;SAITHE (POLLACHIUS VIRENS) CONGELADO
0303.66.00;MERLUZAS E ABRÓTEAS CONGELADAS
0303.67.00;MERLUZA-DO-ALASCA CONGELADA
0303.68.00;VERDINHOS CONGELADOS
0303.69.10;MERLUZA ROSADA CONGELADA
0303.69.90;OUTROS PEIXES CONGELADOS
0303.81.11;TUBARÃO-AZUL INTEIRO CONGELADO
0303.81.12;TUBARÃO-AZUL EVISCERADO,S/CABEÇA,S/BARBATANAS,CONGELADO
0303.81.13;TUBARÃO-AZUL EM PEDAÇOS, COM PELE, CONGELADO
0303.81.14;TUBARÃO-AZUL EM PEDAÇOS, SEM PELE, CONGELADO
0303.81.19;TUBARÃO-AZUL EM QQ. OUTRA FORMA, CONGELADO
0303.81.90;CAÇÃO E OUTROS TUBARÕES CONGELADOS
0303.82.00;RAIAS CONGELADAS
0303.83.11;MERLUZA NEGRA EVISCERADA, S/CABEÇA,S/CAUDA, CONGELADA
0303.83.12;CABEÇAS DE MERLUZA NEGRA CONGELADAS
0303.83.19;OUTRAS FORMAS DE MERLUZA NEGRA CONGELADA
0303.83.21;MERLUZA ANTÁRTICA EVISCERADA S/CABEÇA,S/CAUDA,CONGELADA
0303.83.22;CABEÇAS DE MERLUZA ANTÁRTICA CONGELADAS
0303.83.29;OUTRAS FORMAS DE MERLUZA ANTÁRTICA, CONGELADAS
0303.84.00;ROBALOS CONGELADOS
0303.89.10;CORVINA CONGELADA
0303.89.20;PESCADAS CONGELADAS
0303.89.31;AGULHÕES CONGELADOS
0303.89.32;PARGO (LUTJANUS PURPUREUS) CONGELADO
0303.89.33;PEIXE-SAPO CONGELADO
0303.89.41;CHERNE-POVEIRO CONGELADO
0303.89.42;GAROUPAS CONGELADAS
0303.89.43;TAINHAS CONGELADAS
0303.89.44;ESTURJÕES CONGELADOS
0303.89.45;PEIXES-REI CONGELADOS
0303.89.46;NOTOTENIAS CONGELDAS
0303.89.51;CURIMATÃS CONGELADOS
0303.89.52;TILÁPIAS CONGELADAS
0303.89.53;SURUBINS CONGELADOS
0303.89.54;TRAÍRA CONGELADA
0303.89.55;PIAUS (LEPORINUS SPP.) CONGELADOS
0303.89.56;PIRARUCU (ARAPAIMA GIGAS) CONGELADO
0303.89.57;ANCHOITA CONGELADA
0303.89.61;PIRAMUTABA(BRACHYPLATYSTOMA VAILLANTII)CONGELADO
0303.89.62;DOURADA(BRACHYPLATYSTOMA FLHVICANS)CONGELADA
0303.89.63;PACU(PIARACTUS MESOPOTAMICUS)CONGELADO
0303.89.64;TAMBAQUI(COLOSSOMA MACROPOMUM)CONGELADO
0303.89.65;TAMBACU(HÍBRIDO DE TAMBAQUI E PACU)CONGELADO
0303.89.90;OUTROS PEIXES CONGELADOS
0303.90.00;FÍGADOS,OVAS E SÊMEM CONGELADOS
0304.31.00;FILÉS DE TILÁPIAS,FRESCOS,REFRIGERADOS
0304.32.10;FILÉS DE BAGRE,FRESCOS,REFRIGERADOS
0304.32.90;OUTROS FILÉS DE BAGRE,FRESCOS,REFRIGERADOS
0304.33.00;FILÉS DE PERCA-DO-NILO,FRESCOS
0304.39.00;OUTS.FILÉS DE CARPAS,ENGUIAS,PEIXE CABEÇA SERP.FRESC.RE
0304.41.00;FILÉS DE SALMÕES-DO-PACÍFICO E SALM.DO DANÚBIO FRESC.RE
0304.42.00;FILÉS DE TRUTAS(SALMO TRUTA ETC.)FRESCOS OU REFRIGERADO
0304.43.00;FILÉS DE PEIXES CHATOS(PLEURONECTIDAE)FRESCOS OU REFRIG
0304.44.00;FILÉS PEIXES FAMÍLIAS(BREGMACEROTIDAE,ETC.)FRESC.REFRIG
0304.45.00;FILÉS DE ESPARDATE(XIPHIAS GLADIUS)FRESCOS OU REFRIG.
0304.46.00;FILÉS DE MERLUZA NEGRA E MERLUZA ANTÁRTICA FRESC.OU REF
0304.49.10;FILÉS DE CHERNE-POVEIRO(POLYPRION AMERICANUS)FRSC.OU RE
0304.49.20;FILÉS DE GAROUPAS(ACANTHISTIUS SPP.)FRESCOS OU REFRIG.
0304.49.90;OUTROS FILÉS DE PEIXES FRESCOS OU REFRIGERADOS
0304.51.00;CARNES D/TILÁPIAS,BAGRES,CARPAS,ENGUIAS,ETC.FRESC/REFRI
0304.52.00;CARNES D/SALMONÍDEOS FRESCOS OU REFRIGERADOS
0304.53.00;CARNES D/PEIXES DAS FAMÍLIAS BREGMACEROTIDAE,ETC.FRES/R
0304.54.00;CARNE D/ESPADARTE(XIPHIAS GLADIUS)FRESCO OU REFRIGERADO
0304.55.00;CARNES/MERLUZA NEGRA E MERLUZA ANTÁRTICA FRESC./REFRIG.
0304.59.00;OUTRAS CARNES DE PEIXE FRESCAS OU REFRIGERADAS
0304.61.00;FILÉS DE TILÁPIAS(OREOCHROMIS SPP.) CONGELADOS
0304.62.10;FILÉ DE BAGRE(ICTALURUS PUNTACTUS) CONGELADO
0304.62.90;OUTROS FILÉS DE BAGRES, CONGELADOS
0304.63.00;FILÉS DE PERCA-DO-NILO(LATES NILOTICUS) CONGELADOS
0304.69.00;OUTROS FILÉS CONGELADOS
0304.71.00;FILÉ DE BACALHAU-DO-ATLÂNTICO/GROELÂNDIA/PACÍFICO,CONG.
0304.72.00;FILÉ DE HADDOCK OU LUBINA(MALANOGRAMMUS AEGLEFINUS)CONG
0304.73.00;FILÉ DE SAITHE(POLLACHIUS VIRENS)CONGELADO
0304.74.00;FILÉS DE MERLUZAS E ABRÓTEAS CONGELADOS
0304.75.00;FILÉS DE MERLUZA-DO-ALASCA(THERAGRA CHALCOGRAMMA)CONG.
0304.79.00;OUTROS FILÉS DE PEIXES CONGELADOS
0304.81.00;FILÉS DE SALMÕES-DO-PACÍFICO/ATLÂNTICO/DANÚBIO CONGELAD
0304.82.00;FILÉS DE TRUTAS(SALMO TRUTTA, ETC.),CONGELADOS
0304.83.00;FILÉS DE PEIXES CHATOS(PLEURONECTIDAE,ETC.),CONGELADOS
0304.84.00;FILÉS DE ESPADART(XIPHIAS GLADIUS) CONGELADOS
0304.85.10;FILÉS DE MERLUZA NEGRA(DISSOSTICHUS ELEGINOIDES)CONG.
0304.85.20;FILÉS DE MERLUZA ANTÁRTICA(DISSOSTICHUS MAWSONI)CONG.
0304.86.00;FILÉS DE ARENQUES(CLUPEA HARENGUS,CLUPEA PALLASIL)CONG.
0304.87.00;FILÉS DE ATUNS,BONITO-LISTRADO CONGELADOS
0304.89.10;FILÉS DE PARGO(LUTJANUS PURPUREUS) CONGELADOS
0304.89.20;FILÉS DE CHERNE-POVEIRO(POLYPRION AMERICANUS)CONGELADOS
0304.89.30;FILÉS DE GAROUPAS(ACANTHISTIUS SPP.)CONGELADOS
0304.89.40;FILÉS DE TUBARÃO-AZUL(PRIONACE GLAUCA)CONGELADOS
0304.89.90;OUTROS FILÉS DE PEIXES CONGELADOS
0304.91.00;ESPADARTES (XIPHIAS GLADIUS)FRESC/REFR/CONG.
0304.92.11;BOCHECHAS (#CHEEKS#)D/MARLONGAS-NEGRAS,FRESC/REFR/CONG.
0304.92.12;COLARES (#COLLARS#)D/MARLONGAS-NEGRAS,FRESC/REFR/CONG.
0304.92.19;OUTS.CARNES DE MARLONGAS-NEGRAS, FRESC/REFR/CONG.
0304.92.21;BOCHECHAS D/MARLONGAS-DO-ANTÁRTICO,FRESC/REFR/CONG.
0304.92.22;COLARES D/MARLONGAS-DO-ANTÁRTICO,FRESC/REFR/CONG.
0304.92.29;OUTS.CARN.D/MARLONGAS-DO-ANTÁRTICO,FRESC/REFR/CONG.
0304.93.00;CARNES DE TILÁPIAS,CARPAS,ENGUIAS,PERCA-DO-NILO,ETC.CON
0304.94.00;CARNE DE MERLUZA DO ALASCA(THERAGRA CHALCOGRAMMA)CONG.
0304.95.00;CARNES DE PEIXES DAS FAMÍLIAS BREGMACEROTIDAE,ETC.CONG.
0304.99.00;OUTRAS CARNES DE PEIXES CONGELADOS
0305.10.00;FARINHAS,PÓS E #PELLETS#,DE PEIXE,P/ALIM.HUM.
0305.20.00;FÍGADOS,OVAS,SÊMEN D/PEIXES,SECOS,DEF.SALG.
0305.31.00;FILÉS DE TILÁLIA,BAGRE,CARPA ETC.SEC.SALG.SALMOURA
0305.32.10;FILÉS D/BACALHAU DO ATLÂNT.GROELÂND.PACÍF.SEC.SALG.SALM
0305.32.20;FILÉS DE SAITH(POLLACHIUS VIRENS)SEC.SALG.SALMOURA
0305.32.90;OUTS.FILÉS PEIXES D/FAMÍLIA BREGMACEROTIDAE)SEC.SAL.SAL
0305.39.10;FILÉS DE LING E ZARBO SECOS,SALGADOS,SALMOURA NÃO DEFUM
0305.39.90;OUTROS FILÉS DE PEIXES,SECOS,SALGADOS,SALMOURA,NÃO DEFU
0305.41.00;SALMÕES DO PACÍFICOS,DO ATLÃNTICO,DO DANÚBIO,DEFUMADOS
0305.42.00;ARENQUES(CLUPEA HARENGUS,CLUPEA PALLASII)DEFUMADOS
0305.43.00;TRUTAS (SALMO TRUTTA,ONCORHYNCHUS,ETC.)DEFUMADOS
0305.44.00;TILÁPIAS,BAGRES,CARPAS,ENGUIAS,PERCA DO NILO,CAB.SERP.D
0305.49.10;BACALHAU-DO-ATLÃNTICO,GROELÂNDIA,PACÍFICO,DEFUMADOS
0305.49.20;SAITHE(POLLACHIUS VIRENS)LING(MOLVA MOLVA) ZARBO,DEFUMA
0305.49.90;OUTROS PEIXES DEFUMADOS
0305.51.00;BACALHAU DO ATLÂNTICO,GROELÂNDIA,PACÍFICO,SECOS
0305.59.10;BACALHAU POLAR,SAITHE,LING,ZARBO,HADDOCK OU LUBINA,SECO
0305.59.90;OUTROS PEIXES SECOS
0305.61.00;ARENQUES(CLUPEA HARENGUS,CLUPEA PALLASII)SALG.E EM SALM
0305.62.00;BACALHAU-DO-ATLÃNTICO,GROELÂNDIA,PACÍFICO,SALG.E EM SAL
0305.63.00;ANCHOVAS(ENGRAULIS SPP,),SALGADOS E EM SALMOURA
0305.64.00;TILÁPIAS,BAGRES,CARPAS,ENGUIAS,ETC.SALGADOS E EM SALM.
0305.69.10;SAITHE,LING,ZARBO,SALGADO E EM SALMOURA
